company,ticker,candidate_title,current_url,direct_download_url,current_approval_status,blocker_type,exact_manual_action,evidence_needed,acceptable_official_alternative,proposed_status_if_verified,notes
Compass Group,CPG,Compass Group Annual Report 2025,https://www.compass-group.com/en/investors/annual-report-archive.html,https://www.compass-group.com/content/dam/compass-group/corporate/oar-2025/oar-page/annual-report-2025.pdf,approved,403_domain_wide,"Open the direct_download_url in a real browser (compass-group.com returns HTTP 403 to all automated fetch attempts on both this and the previous-year report; one follow-up search for an alternative official URL found only the same link, confirming a domain-wide block rather than a broken link).",Direct-download or manual save of the full PDF text so it can be screened for explicit generative-AI/LLM/copilot language.,None found this session.,approved_if_downloaded,"Prior search surfaced only general risk-governance language about 'the democratisation of generative AI' as a data-confidentiality risk topic with a responsible-AI-use framework -- genuinely undetermined whether the full report contains an operational GenAI disclosure; this is a document-access blocker, not a GenAI-relevance ambiguity. || 2026-08-08 manual-browser resolution pass: retried via WebFetch (this environment has no true interactive browser -- WebFetch is the closest available automated-fetch tool, distinct from the pipeline's Python download script); result: HTTP 403 Forbidden, same as before -- domain-wide block persists."
Compass Group,CPG,Compass Group Annual Report 2024,https://www.compass-group.com/en/investors/annual-report-archive.html,https://www.compass-group.com/content/dam/compass-group/corporate/oar-2024/annual-report-2024.pdf,approved,403_domain_wide,Same manual action as the current-year report.,Same as above.,None found this session.,approved_if_downloaded,"Same domain-wide block. || 2026-08-08 manual-browser resolution pass: retried via WebFetch (this environment has no true interactive browser -- WebFetch is the closest available automated-fetch tool, distinct from the pipeline's Python download script); not independently retried this pass (same domain/block as the current-year row, already reconfirmed)."
Lloyds Banking Group,LLOY,Lloyds Banking Group plc Annual Report 2024,https://www.lloydsbankinggroup.com/investors/annual-report/annual-report-archive/annual-report-2024.html,,pending,document_location_only,Open the archive landing page in a real browser and locate the direct PDF for the FULL statutory Annual Report and Accounts 2024 (not the shorter 'Annual Review' or 'Performance Summary' documents).,Direct PDF URL confirmed as the full Annual Report and Accounts.,National Storage Mechanism (NSM) filing if lloydsbankinggroup.com cannot be reached even manually.,approved,"Carried forward unresolved from Loop 4. || 2026-08-08 manual-browser resolution pass: retried via WebFetch (this environment has no true interactive browser -- WebFetch is the closest available automated-fetch tool, distinct from the pipeline's Python download script); result: page returned a Cloudflare 'Error 1007' block page (jobs-page redirect only, no document links) -- confirmed persistent domain-wide block, not a broken link. Also searched for a National Storage Mechanism (NSM) alternative; found only generic references confirming Lloyds filed its 2024 AR with the NSM, but no direct, independently-fetchable NSM artefact URL could be located (the NSM's own search interface at data.fca.org.uk/#/nsm/nationalstoragemechanism is JS-driven and not usable via WebFetch/WebSearch)."
Lloyds Banking Group,LLOY,Lloyds Banking Group scales adoption of Microsoft 365 Copilot to supercharge their AI transformation,https://www.lloydsbankinggroup.com/media/press-releases/2025/lloyds-banking-group-2025/lloyds-scales-adoption-of-copilot.html,,pending,application_error_domain_wide,Open the URL directly in a real browser.,Verbatim quote confirming live/operational status and explicit generative-AI/Copilot language.,Lloyds' FY2025 results presentation or transcript.,approved_if_operational_and_quantified,"Carried forward unresolved from Loop 4. || 2026-08-08 manual-browser resolution pass: retried via WebFetch (this environment has no true interactive browser -- WebFetch is the closest available automated-fetch tool, distinct from the pipeline's Python download script); result: same Cloudflare 'Error 1007' block page -- confirmed persistent."
Lloyds Banking Group,LLOY,Lloyds Banking Group unveils UK's first multi-feature AI-powered financial assistant,https://www.lloydsbankinggroup.com/media/press-releases/2025/lloyds-banking-group-2025/lloyds-banking-group-unveils-uks-first-ai-powered-financial-assistant.html,,pending,application_error_domain_wide,Open the URL directly in a real browser.,Verbatim quote confirming explicit generative-AI/LLM language and accurate deployment stage.,None identified.,approved_only_if_genai_and_status_confirmed,"Carried forward unresolved from Loop 4. || 2026-08-08 manual-browser resolution pass: retried via WebFetch (this environment has no true interactive browser -- WebFetch is the closest available automated-fetch tool, distinct from the pipeline's Python download script); result: same Cloudflare 'Error 1007' block page -- confirmed persistent."
Unilever,ULVR,Google Cloud partnership pioneers next-generation of consumer goods technologies,https://www.unilever.com/news/press-and-media/press-releases/2026/google-cloud-partnership-pioneers-next-generation-of-consumer-goods-technologies/,,pending,403_domain_wide,Open the URL directly in a real browser.,Verbatim quote distinguishing a concrete generative-AI task from general AI/data-partnership commentary.,Unilever's Q4/FY2025 results announcement PDF.,approved_if_specific_genai_task_confirmed,"Carried forward unresolved from Loop 4. || 2026-08-08 manual-browser resolution pass: retried via WebFetch (this environment has no true interactive browser -- WebFetch is the closest available automated-fetch tool, distinct from the pipeline's Python download script); result: HTTP 403 Forbidden, same as before -- domain-wide block persists."
Unilever,ULVR,Unilever reinvents product shoots with AI for faster content creation,https://www.unilever.com/news/news-search/2025/unilever-reinvents-product-shoots-with-ai-for-faster-content-creation/,,pending,403_domain_wide,Open the URL directly in a real browser.,Verbatim quote naming a specific generative-AI tool used operationally.,None identified.,approved_if_operational_and_genai_confirmed,"Carried forward unresolved from Loop 4. || 2026-08-08 manual-browser resolution pass: retried via WebFetch (this environment has no true interactive browser -- WebFetch is the closest available automated-fetch tool, distinct from the pipeline's Python download script); result: HTTP 403 Forbidden, same as before -- domain-wide block persists."
Sage Group,SGE,Sage Non-Financial Statement 2025,https://www.sage.com/en-gb/company/sustainability-and-society/,https://www.sage.com/de-de/-/media/files/company/documents/pdf/sustainability-and-society/2025-reports/non-financial-statement.pdf,pending,document_location_only,Open sage.com investor pages in a real browser to confirm whether a group-wide Non-Financial Statement exists.,Confirmation the document is the full group document, not a Germany-specific filing.,The equivalent section within the main Annual Report and Accounts 2025.,"approved_if_confirmed_group_wide || 2026-08-08 manual-browser resolution pass: retried via WebFetch (this environment has no true interactive browser -- WebFetch is the closest available automated-fetch tool, distinct from the pipeline's Python download script); result: HTTP 403 Forbidden retrying the main sustainability landing page -- domain-wide block persists, could not confirm whether the document is group-wide or Germany-specific.",Carried forward unresolved from Loop 4.
Sage Group,SGE,Celebrating One Year of Sage Copilot,https://www.sage.com/en-us/news/press-releases/2025/02/celebrating-one-year-of-sage-copilot/,,pending,403_domain_wide,Open the URL directly in a real browser.,Verbatim quote confirming a concrete task/user-group/deployment stage for Sage Copilot.,Sage's FY2025 results announcement.,approved_if_confirmed,"Carried forward unresolved from Loop 4. Customer-facing GenAI products DO qualify under this project's precedent (RELX) provided a concrete task/user-group/deployment-stage is directly verified. || 2026-08-08 manual-browser resolution pass: retried via WebFetch (this environment has no true interactive browser -- WebFetch is the closest available automated-fetch tool, distinct from the pipeline's Python download script); result: HTTP 403 Forbidden, same as before -- domain-wide block persists."
Sage Group,SGE,Sage Copilot -- Generative AI finance assistant (product page),https://www.sage.com/en-us/sage-copilot/,,pending,403_domain_wide,Open the URL directly in a real browser.,Verbatim on-page quote (not the page title alone).,None identified.,optional_corroborating_if_confirmed,"Carried forward unresolved from Loop 4. || 2026-08-08 manual-browser resolution pass: retried via WebFetch (this environment has no true interactive browser -- WebFetch is the closest available automated-fetch tool, distinct from the pipeline's Python download script); result: HTTP 403 Forbidden, same as before -- domain-wide block persists."
